source_id,source_type,source_name,source_database,source_url,search_query,download_date,download_file,license_or_terms_note,inclusion_summary,exclusion_summary,curator_note
EXTSRC-000607,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL354080_offset_0; activity_by_molecule_CHEMBL354080_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL354080_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000608,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL354298_offset_0; activity_by_molecule_CHEMBL354298_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL354298_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000609,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL354779_offset_0; activity_by_molecule_CHEMBL354779_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL354779_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000610,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL354966_offset_0; activity_by_molecule_CHEMBL354966_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL354966_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000611,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL355375_offset_0; activity_by_molecule_CHEMBL355375_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL355375_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000612,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL355970_offset_0; activity_by_molecule_CHEMBL355970_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL355970_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000613,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL3596211_offset_0; activity_by_molecule_CHEMBL3596211_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL3596211_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000614,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL3608988_offset_0; activity_by_molecule_CHEMBL3608988_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL3608988_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000615,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL361523_offset_0; activity_by_molecule_CHEMBL361523_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL361523_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000616,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL3628828_offset_0; activity_by_molecule_CHEMBL3628828_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL3628828_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000617,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL364285_offset_0; activity_by_molecule_CHEMBL364285_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL364285_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000618,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL366243_offset_0; activity_by_molecule_CHEMBL366243_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL366243_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000619,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL3669741_offset_0; activity_by_molecule_CHEMBL3669741_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL3669741_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000620,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL3679922_offset_0; activity_by_molecule_CHEMBL3679922_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL3679922_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000621,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL368140_offset_0; activity_by_molecule_CHEMBL368140_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL368140_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000622,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL369188_offset_0; activity_by_molecule_CHEMBL369188_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL369188_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000623,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL3707272_offset_0; activity_by_molecule_CHEMBL3707272_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL3707272_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000624,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL3707340_offset_0; activity_by_molecule_CHEMBL3707340_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL3707340_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000625,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL3707367_offset_0; activity_by_molecule_CHEMBL3707367_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL3707367_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000626,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL371208_offset_0; activity_by_molecule_CHEMBL371208_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL371208_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000627,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL372747_offset_0; activity_by_molecule_CHEMBL372747_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL372747_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000628,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL373386_offset_0; activity_by_molecule_CHEMBL373386_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL373386_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000629,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL3740671_offset_0; activity_by_molecule_CHEMBL3740671_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL3740671_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000630,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL3741011_offset_0; activity_by_molecule_CHEMBL3741011_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL3741011_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000631,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL3760049_offset_0; activity_by_molecule_CHEMBL3760049_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL3760049_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000632,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL3833393_offset_0; activity_by_molecule_CHEMBL3833393_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL3833393_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000633,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL384087_offset_0; activity_by_molecule_CHEMBL384087_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL384087_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000634,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL384968_offset_0; activity_by_molecule_CHEMBL384968_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL384968_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000635,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL385431_offset_0; activity_by_molecule_CHEMBL385431_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL385431_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000636,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL385665_offset_0; activity_by_molecule_CHEMBL385665_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL385665_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000637,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL386019_offset_0; activity_by_molecule_CHEMBL386019_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL386019_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000638,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL386379_offset_0; activity_by_molecule_CHEMBL386379_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL386379_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000639,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL386534_offset_0; activity_by_molecule_CHEMBL386534_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL386534_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000640,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL386618_offset_0; activity_by_molecule_CHEMBL386618_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL386618_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000641,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL386826_offset_0; activity_by_molecule_CHEMBL386826_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL386826_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000642,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL387270_offset_0; activity_by_molecule_CHEMBL387270_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL387270_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000643,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL387275_offset_0; activity_by_molecule_CHEMBL387275_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL387275_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000644,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL388368_offset_0; activity_by_molecule_CHEMBL388368_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL388368_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000645,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL3894531_offset_0; activity_by_molecule_CHEMBL3894531_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL3894531_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000646,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL389532_offset_0; activity_by_molecule_CHEMBL389532_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL389532_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000647,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL3920945_offset_0; activity_by_molecule_CHEMBL3920945_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL3920945_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000648,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL3924763_offset_0; activity_by_molecule_CHEMBL3924763_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL3924763_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000649,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL3931181_offset_0; activity_by_molecule_CHEMBL3931181_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL3931181_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000650,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL397755_offset_0; activity_by_molecule_CHEMBL397755_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL397755_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000651,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL3989547_offset_0; activity_by_molecule_CHEMBL3989547_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL3989547_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000652,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL3989753_offset_0; activity_by_molecule_CHEMBL3989753_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL3989753_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000653,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL3989928_offset_0; activity_by_molecule_CHEMBL3989928_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL3989928_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000654,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL3989945_offset_0; activity_by_molecule_CHEMBL3989945_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL3989945_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000655,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL3990039_offset_0; activity_by_molecule_CHEMBL3990039_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL3990039_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000656,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL400206_offset_0; activity_by_molecule_CHEMBL400206_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL400206_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000657,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL402663_offset_0; activity_by_molecule_CHEMBL402663_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL402663_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000658,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL403578_offset_0; activity_by_molecule_CHEMBL403578_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL403578_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000659,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL405180_offset_0; activity_by_molecule_CHEMBL405180_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL405180_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000660,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL405255_offset_0; activity_by_molecule_CHEMBL405255_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL405255_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000661,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL405331_offset_0; activity_by_molecule_CHEMBL405331_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL405331_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
EXTSRC-000662,database_api_cache,ChEMBL cached activity search,ChEMBL,,CACHE; activity_by_molecule_CHEMBL405465_offset_0; activity_by_molecule_CHEMBL405465_offset_0.json,2026-06-11,data/external/fks_inhibitors/raw_downloads/auto_fetch_external_fks_v0_2/chembl/activity_by_molecule_CHEMBL405465_offset_0.json,Use database records according to source database terms; verify key rows before modeling.,Rebuilt from previously downloaded ChEMBL JSON cache.,,Candidate cache rebuild; verify primary ChEMBL/source-paper records before modeling.
