compound_id,canonical_name,synonyms,compound_class,source_type,parent_scaffold,smiles_raw,smiles_canonical,inchikey,stereochemistry_status,structure_confidence,sugar_identity,galactose_present,spiroketal_status,long_acyl_chain_type,long_acyl_chain_length,long_acyl_double_bonds,long_acyl_geometry,short_acyl_chain_type,modification_site,modification_summary,mw_exact,clogp,tpsa,hbd,hba,rotb,fsp3,formal_charge,reference_id,source_table_or_figure,curation_status,notes
PAPU-0063,"L-687,781",L-687781;L-687 781,papulacandin_family_natural_product,natural_product,papulacandin_family,,CC[C@H](C)CC/C=C/C=C(\C)[C@@H](O)C/C=C/C=C/C(=O)O[C@H]1[C@H](O[C@@H]2O[C@H](COC(=O)/C=C/C=C\CC[C@H](O)CC)[C@H](O)[C@H](O)[C@H]2O)[C@@H](CO)O[C@]2(OCc3cc(O)cc(O)c32)[C@@H]1O,YKYGJTLYLZXNDB-TVLDRXFDSA-N,complete,medium,spirocyclic aryl glycoside disaccharide,unknown,intact,two unsaturated fatty acid residues,,,not_curated,two acyl residues shown in structure drawing labeled 1,natural_product_variant,new papulacandin-family member from Dictyochaeta simplex,902.4300,3.0363,271.5900,9,17,22,0.5745,0,PAPER-1991-VANMIDDLESWORTH;PAPER-1992-BARTIZAL,VanMiddlesworth 1991 structure drawing labeled 1; Bartizal 1992 Figure 1,curated,"Structure shown in VanMiddlesworth 1991 structure drawing labeled 1 and repeated in Bartizal 1992 Fig. 1; FAB-MS indicated MW 902 with observed M+H m/z 903. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0064,BU-4794F,,papulacandin_family_natural_product,natural_product,papulacandin_family,,CCC/C=C/C=C/C=C/C(=O)OC[C@H]1O[C@@H](O[C@H]2[C@H](OC(=O)/C=C/C=C/CC(O)/C=C/C=C/C=C/CCC)[C@@H](O)[C@@]3(OCc4cc(O)cc(O)c43)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,JSBUKGAJQOVJAQ-RGNFEMCNSA-N,partial,medium,spirocyclic aryl glycoside disaccharide,unknown,intact,C16 polyunsaturated acyl chain with diene-carbonyl plus triene region,16,5,all Z reported,C10 triene acyl chain,acyl_side_chains,C10 side chain contains triene carbonyl and C16 side chain has additional C12 double bond versus L-687781; no C8 hydroxyl on C10 side chain and no C14 methyl on C16 side chain,854.3725,2.9814,251.3600,8,16,20,0.4667,0,PAPER-1993-AOKI,Table 1; Fig. 7,curated,"New papulacandin-family beta-1,3-glucan synthase inhibitor from Gilmaniella sp. FA4459. Formula C45H58O16; FAB-MS m/z 855 M+H and 877 M+Na. 7. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0065,Mer-WF3010,Papulacandin M;BU-4785F;WF3010,papulacandin_family_natural_product,natural_product,papulacandin_family,,C/C=C/C=C/C=C/C(=O)OC[C@H]1O[C@@H](O[C@H]2[C@H](OC(=O)/C=C/C=C/C[C@H](O)/C(C)=C/C=C/CC[C@@H](C)CC)[C@@H](O)[C@@]3(OCc4cc(O)cc(O)c43)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,ITBLPDDJTHGYAL-YBLAGVFGSA-N,complete,medium,spirocyclic aryl glycoside disaccharide,unknown,intact,C16 unsaturated fatty acid residue shown in Fig. 1,16,,not_curated,C8 short fatty-acid side chain,whole_molecule,new papulacandin-family member with C8 short side chain; treated as Papulacandin M / BU-4785F synonym pending final structure-paper review,856.3881,3.0613,251.3600,8,16,19,0.5111,0,PAPER-1993-AOKI;PAPER-1993-KANETO;PAPER-2026-AGUDELORESTREPO,Kaneto 1993 Fig. 1 and Table 1; Aoki 1993 Table 4. Agudelo-Restrepo 2026 Figure 4; Table 4,curated,"Kaneto 1993 reports Mer-WF3010 formula C45H60O16 MW 856 FAB-MS m/z 857 M+H and shows Fig. 1 structure. Aoki 1993 links Papulacandin M to BU-4785F and the WF3010/Mercian source context; keep synonym assignment reviewable until the structure-determination paper is curated. Agudelo-Restrepo 2026 re-isolated Mer-WF3010 as compound 2 from Garciamycella chlamydospora CBS 150388 and reported C. albicans DSM 1665 MIC 0.2 ug/mL; the paper discusses Mer-WF3010 as a possible Garciamycella chemotaxonomic marker. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0066,Fusacandin A,,papulacandin_class_natural_product,natural_product,fusacandin,,CCCCC/C=C\C=C\C(=O)OC[C@H]1O[C@@H](O[C@H]2[C@H](OC(=O)/C=C/C=C/C[C@H](O)/C=C/C=C/CCCCC)[C@@H](O)[C@H](c3c(O)cc(O)cc3CO)O[C@@H]2CO)[C@H](OC2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H]1O,XRQGNAQBXJWDHO-JNPQSLNGSA-N,partial,medium,"fusacandin trisaccharide core; additional galactose beta-1,2 to existing galactose",TRUE,absent; C-1 ether,Fusacandin A C-3 lipophilic side chain retained,,,,"C-6' 2,4-decadienoate side chain",whole_molecule,natural fusacandin trisaccharide analog with C-1 ether and two lipophilic side chains,1022.4723,1.1040,341.5100,12,21,27,0.6078,0,PAPER-1995-JACKSON;PAPER-1996-YEUNG,Paper I text; structure deferred to companion paper. Yeung 1996 Fig. 1; Scheme 1; Table 1 compound 2a,curated,"NO.12 paper I gives producing organism fermentation and biological activity but not structural elucidation. Companion paper II should be curated for structure, stereochemistry, formula, and SMILES. NO.16 shows Fusacandin A structure and states that serum MIC increased from 0.78 ug/mL to >100 ug/mL. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0067,Fusacandin B,,papulacandin_class_natural_product,natural_product,fusacandin,,CCCCC/C=C/C=C/C(O)C/C=C/C=C/C(=O)O[C@@H]1[C@@H](O)[C@H](c2c(O)cc(O)cc2CO)O[C@H](CO)[C@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1OC1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,DEPSCDXHCFJSQZ-QHWYWWHESA-N,partial,medium,"fusacandin trisaccharide core; additional galactose beta-1,2 to existing galactose",TRUE,absent; C-1 ether,Fusacandin A C-3 lipophilic side chain retained,,,,absent; C-6' deacylated relative to Fusacandin A,C6' side chain,natural Fusacandin B congener lacking the C-6' side chain relative to Fusacandin A,872.3678,-2.1396,335.4400,13,20,20,0.6341,0,PAPER-1995-JACKSON;PAPER-1996-YEUNG,Paper I text; structure deferred to companion paper. Yeung 1996 Scheme 1 text; Table 1 compound 2b,curated,"NO.12 paper I reports Fusacandin B as a minor congener with lower MIC activity than Fusacandin A; structure is in companion paper II. NO.16 identifies persilylalcohol 4 as the dodecasilyl derivative of Fusacandin B and shows loss of C-6' side chain strongly reduces MIC activity. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0068,Saricandin,,papulacandin_family_natural_product,natural_product,papulacandin_family,,CCCCC/C=C/C=C/C(O)C/C=C/C=C/C(=O)O[C@H]1[C@H](O[C@@H]2O[C@H](COC(=O)/C=C/c3ccccc3)[C@H](O)[C@H](O)[C@H]2O)[C@@H](CO)O[C@]2(OCc3cc(O)cc(O)c32)[C@@H]1O,HBUHGNHKDUGKCO-SQYDWWRASA-N,partial,medium,papulacandin-type glycoside core,unknown,intact,C16 unbranched hydroxy tetraenoic acyl ester at C-3,16,4,"2E,4E,8E,10E inferred from trans coupling constants",trans-cinnamyl ester at C-6',C6' acyl side chain,novel papulacandin with cinnamyl short acyl ester and shared C16 hydroxy tetraenoic long acyl chain,838.3412,2.4501,251.3600,8,16,18,0.4545,0,PAPER-1996-CHEN,Fig. 1; Table 1; Fig. 2,curated,"Produced by Fusarium sp. AB2202W-161 NRRL 25158. HRFAB-MS [M+H]+ m/z 839.3499 supports neutral formula C44H54O16; 1. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0069,BE-29602,PF-1042,papulacandin_family_natural_product,natural_product,papulacandin_family,,CCCCC/C=C\C=C\C(=O)OC[C@H]1O[C@@H](O[C@H]2[C@H](OC(=O)/C=C/C=C/CC(O)/C=C/C=C/CCCCC)[C@@H](O)[C@@]3(OCc4cc(O)cc(O)c43)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,WHBQKCNBNMZYEO-PLWKMCCUSA-N,partial,medium,spirocyclic diglycoside with two sugar moieties; papulacandin-type core,TRUE,intact,C16 hydroxy tetraenoic acyl chain at C-3 lacking C8 and C14 methyl groups versus L-687781,16,4,"2E,4E,8E,10E reported","C10 2E,4Z-decadienoic acid side chain at C-6'; identical to chaetiacandin C10 side chain",C3 long acyl and C6' short acyl side chains,"BE-29602/PF-1042 papulacandin with intact spirocyclic diglycoside, chaetiacandin-like C10 side chain, and demethylated C16 side chain relative to L-687781",858.4038,3.4294,251.3600,8,16,22,0.5556,0,PAPER-1996-CHEN;PAPER-1996-OKADA,Chen 1996 Fig. 1; Chen 1996 Table 1; Chen 1996 Fig. 2; Okada 1996 Fig. 1; Okada 1996 Table 1; Okada 1996 Table 2,curated,"NO.13 identified PF-1042/BE-29602; NO.15 independently reports BE-29602 from Fusarium F29602 and confirms formula C45H62O16, HRFAB-MS [M+H]+ m/z 859.4147, and Fig. 1 structure. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0070,Furanocandin,,papulacandin_family_natural_product,natural_product,chaetiacandin_type_papulacandin,,CCCCC/C=C/C=C/C(O)C/C=C/C=C/C(=O)OC1C(O)C(c2c(O)cc(O)cc2CO)OC(CO)C1OC1OC(C(O)COC(=O)/C=C/C=C\CCC(O)CC)C(O)C1O,AITGLGGTCUZVAC-FCLCUGOFSA-N,partial,medium,1-beta-glucopyranose linked to beta-D-galactofuranose,TRUE,absent,C16 hydroxy tetraenoic fatty acid ester at glucose 3-OH,16,4,all trans reported from 1H NMR coupling constants,C10 hydroxy dienoic fatty acid ester at galactose C-6',diglycoside core; spiroketal; acyl side chains,chaetiacandin-type papulacandin lacking spirocyclic moiety and containing beta-D-galactofuranose,876.4144,2.2506,282.5900,10,17,25,0.5556,0,PAPER-1996-MAGOME,Scheme 2; Scheme 3; Table 2,curated,"New papulacandin from Trichothecium sp.; formula C45H64O17 and HRFAB-MS [M+Na]+ m/z 899.4011. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0071,Fusacandin analog 6a,6a,fusacandin_derivative,semisynthetic,Fusacandin A,,CCCCC/C=C/C=C/[C@@H](O)C/C=C/C=C/C(=O)O[C@@H]1[C@@H](O)[C@H](c2c(O)cc(O)cc2CO)O[C@H](CO)[C@H]1O[C@@H]1O[C@H](COC(=O)/C=C/C=C/CCCCCC)[C@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,BJVWQAAUCAWZCN-RUMAUXSFSA-N,complete,medium,"fusacandin trisaccharide core; additional galactose beta-1,2 to existing galactose",TRUE,absent; C-1 ether,Fusacandin A C-3 lipophilic side chain retained,,,,"C-6' E,E-decadienoyl ester",C6' side chain,"E,E-decadienoyl C-6' ester; Fusacandin A C-3 side chain retained",1036.4879,1.4941,341.5100,12,21,28,0.6154,0,PAPER-1996-YEUNG,Scheme 1; Table 1 compound 6a,curated,"Final deprotected C-6' ester analog 6a; protected intermediates 3, 4, and 5 were not entered as compounds. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0072,Fusacandin analog 6b,6b,fusacandin_derivative,semisynthetic,Fusacandin A,,CCCCC/C=C/C=C/[C@@H](O)C/C=C/C=C/C(=O)O[C@@H]1[C@@H](O)[C@H](c2c(O)cc(O)cc2CO)O[C@H](CO)[C@H]1O[C@@H]1O[C@H](COC(C)=O)[C@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,DUKVJRYMPRFSOI-RAUPIIQASA-N,complete,medium,"fusacandin trisaccharide core; additional galactose beta-1,2 to existing galactose",TRUE,absent; C-1 ether,Fusacandin A C-3 lipophilic side chain retained,,,,C-6' acetyl ester,C6' side chain,acetyl C-6' ester; Fusacandin A C-3 side chain retained,914.3784,-1.5688,341.5100,12,21,21,0.6279,0,PAPER-1996-YEUNG,Scheme 1; Table 1 compound 6b,curated,"Final deprotected C-6' ester analog 6b; protected intermediates 3, 4, and 5 were not entered as compounds. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0073,Fusacandin analog 6c,6c,fusacandin_derivative,semisynthetic,Fusacandin A,,CCCCC/C=C/C=C/[C@@H](O)C/C=C/C=C/C(=O)O[C@@H]1[C@@H](O)[C@H](c2c(O)cc(O)cc2CO)O[C@H](CO)[C@H]1O[C@@H]1O[C@H](COC(=O)CCCCCCCCC)[C@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,IWIGIVLWCJPISI-HOEOUQNVSA-N,complete,medium,"fusacandin trisaccharide core; additional galactose beta-1,2 to existing galactose",TRUE,absent; C-1 ether,Fusacandin A C-3 lipophilic side chain retained,,,,C-6' decanoyl ester,C6' side chain,decanoyl C-6' ester; Fusacandin A C-3 side chain retained,1026.5036,1.5520,341.5100,12,21,29,0.6863,0,PAPER-1996-YEUNG,Scheme 1; Table 1 compound 6c,curated,"Final deprotected C-6' ester analog 6c; protected intermediates 3, 4, and 5 were not entered as compounds. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0074,Fusacandin analog 6d,6d,fusacandin_derivative,semisynthetic,Fusacandin A,,CCCCC/C=C/C=C/[C@@H](O)C/C=C/C=C/C(=O)O[C@@H]1[C@@H](O)[C@H](c2c(O)cc(O)cc2CO)O[C@H](CO)[C@H]1O[C@@H]1O[C@H](COC(=O)c2ccccc2)[C@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,DIMQLUQZVZGJDS-KPMCKEOLSA-N,complete,medium,"fusacandin trisaccharide core; additional galactose beta-1,2 to existing galactose",TRUE,absent; C-1 ether,Fusacandin A C-3 lipophilic side chain retained,,,,C-6' benzoyl ester,C6' side chain,benzoyl C-6' ester; Fusacandin A C-3 side chain retained,976.3940,-0.2749,341.5100,12,21,22,0.5417,0,PAPER-1996-YEUNG,Scheme 1; Table 1 compound 6d,curated,"Final deprotected C-6' ester analog 6d; protected intermediates 3, 4, and 5 were not entered as compounds. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0075,Fusacandin analog 6e,6e,fusacandin_derivative,semisynthetic,Fusacandin A,,CCCCC/C=C/C=C/[C@@H](O)C/C=C/C=C/C(=O)O[C@@H]1[C@@H](O)[C@H](c2c(O)cc(O)cc2CO)O[C@H](CO)[C@H]1O[C@@H]1O[C@H](COC(=O)c2ccc(CCCC)cc2)[C@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,KVLXHQWDSCGKDV-WIPJFJAHSA-N,complete,medium,"fusacandin trisaccharide core; additional galactose beta-1,2 to existing galactose",TRUE,absent; C-1 ether,Fusacandin A C-3 lipophilic side chain retained,,,,C-6' p-butylbenzoyl ester,C6' side chain,p-butylbenzoyl C-6' ester; Fusacandin A C-3 side chain retained,1032.4566,1.0677,341.5100,12,21,25,0.5769,0,PAPER-1996-YEUNG,Scheme 1; Table 1 compound 6e,curated,"Final deprotected C-6' ester analog 6e; protected intermediates 3, 4, and 5 were not entered as compounds. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0076,Fusacandin analog 6f,6f,fusacandin_derivative,semisynthetic,Fusacandin A,,CCCCC/C=C/C=C/[C@@H](O)C/C=C/C=C/C(=O)O[C@@H]1[C@@H](O)[C@H](c2c(O)cc(O)cc2CO)O[C@H](CO)[C@H]1O[C@@H]1O[C@H](COC(=O)c2ccc3ccccc3c2)[C@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,LPATZRROLOSIKN-FQTCLXANSA-N,complete,medium,"fusacandin trisaccharide core; additional galactose beta-1,2 to existing galactose",TRUE,absent; C-1 ether,Fusacandin A C-3 lipophilic side chain retained,,,,C-6' naphthoyl-type fused aromatic ester,C6' side chain,naphthoyl-type fused aromatic C-6' ester; Fusacandin A C-3 side chain retained,1026.4097,0.8783,341.5100,12,21,22,0.5000,0,PAPER-1996-YEUNG,Scheme 1; Table 1 compound 6f,curated,"Final deprotected C-6' ester analog 6f; protected intermediates 3, 4, and 5 were not entered as compounds. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0077,Fusacandin analog 6g,6g,fusacandin_derivative,semisynthetic,Fusacandin A,,CCCCC/C=C/C=C/[C@@H](O)C/C=C/C=C/C(=O)O[C@@H]1[C@@H](O)[C@H](c2c(O)cc(O)cc2CO)O[C@H](CO)[C@H]1O[C@@H]1O[C@H](COC(=O)c2cccc3ccccc23)[C@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,IYXZBACIPVGGRE-OUCWALHYSA-N,complete,medium,"fusacandin trisaccharide core; additional galactose beta-1,2 to existing galactose",TRUE,absent; C-1 ether,Fusacandin A C-3 lipophilic side chain retained,,,,C-6' methyl-naphthoyl-type fused aromatic ester,C6' side chain,methyl-naphthoyl-type fused aromatic C-6' ester; Fusacandin A C-3 side chain retained,1026.4097,0.8783,341.5100,12,21,22,0.5000,0,PAPER-1996-YEUNG,Scheme 1; Table 1 compound 6g,curated,"Final deprotected C-6' ester analog 6g; protected intermediates 3, 4, and 5 were not entered as compounds. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0078,Fusacandin analog 6h,6h,fusacandin_derivative,semisynthetic,Fusacandin A,,CCCCC/C=C/C=C/[C@@H](O)C/C=C/C=C/C(=O)O[C@@H]1[C@@H](O)[C@H](c2c(O)cc(O)cc2CO)O[C@H](CO)[C@H]1O[C@@H]1O[C@H](COC(=O)c2ccc3c(c2)-c2ccccc2-3)[C@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,NKFHBJDTAKRWPY-KPKOWNNVSA-N,complete,medium,"fusacandin trisaccharide core; additional galactose beta-1,2 to existing galactose",TRUE,absent; C-1 ether,Fusacandin A C-3 lipophilic side chain retained,,,,C-6' tricyclic fused aromatic ester,C6' side chain,tricyclic fused aromatic C-6' ester; Fusacandin A C-3 side chain retained,1050.4097,1.3725,341.5100,12,21,22,0.4815,0,PAPER-1996-YEUNG,Scheme 1; Table 1 compound 6h,curated,"Final deprotected C-6' ester analog 6h; protected intermediates 3, 4, and 5 were not entered as compounds. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0079,Fusacandin analog 6i,6i,fusacandin_derivative,semisynthetic,Fusacandin A,,CCCCC/C=C/C=C/[C@@H](O)C/C=C/C=C/C(=O)O[C@@H]1[C@@H](O)[C@H](c2c(O)cc(O)cc2CO)O[C@H](CO)[C@H]1O[C@@H]1O[C@H](COC(=O)c2cc3ccccc3c3ccccc23)[C@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,BFQSOMQYERMSIB-NCFPUACSSA-N,complete,medium,"fusacandin trisaccharide core; additional galactose beta-1,2 to existing galactose",TRUE,absent; C-1 ether,Fusacandin A C-3 lipophilic side chain retained,,,,C-6' extended tricyclic aromatic ester,C6' side chain,extended tricyclic aromatic C-6' ester; Fusacandin A C-3 side chain retained,1076.4253,2.0315,341.5100,12,21,22,0.4643,0,PAPER-1996-YEUNG,Scheme 1; Table 1 compound 6i,curated,"Final deprotected C-6' ester analog 6i; protected intermediates 3, 4, and 5 were not entered as compounds. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0080,Fusacandin analog 6j,6j,fusacandin_derivative,semisynthetic,Fusacandin A,,CCCCC/C=C/C=C/[C@@H](O)C/C=C/C=C/C(=O)O[C@@H]1[C@@H](O)[C@H](c2c(O)cc(O)cc2CO)O[C@H](CO)[C@H]1O[C@@H]1O[C@H](COC(=O)c2ccc(-c3ccccc3)cc2)[C@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,PXNMTNUVFFXMDM-RIRQAGSXSA-N,complete,medium,"fusacandin trisaccharide core; additional galactose beta-1,2 to existing galactose",TRUE,absent; C-1 ether,Fusacandin A C-3 lipophilic side chain retained,,,,C-6' biphenylcarbonyl ester,C6' side chain,biphenylcarbonyl C-6' ester; Fusacandin A C-3 side chain retained,1052.4253,1.3921,341.5100,12,21,23,0.4815,0,PAPER-1996-YEUNG,Scheme 1; Table 1 compound 6j,curated,"Final deprotected C-6' ester analog 6j; protected intermediates 3, 4, and 5 were not entered as compounds. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0081,Fusacandin analog 6k,6k,fusacandin_derivative,semisynthetic,Fusacandin A,,CCCCC/C=C/C=C/[C@@H](O)C/C=C/C=C/C(=O)O[C@@H]1[C@@H](O)[C@H](c2c(O)cc(O)cc2CO)O[C@H](CO)[C@H]1O[C@@H]1O[C@H](COC(=O)c2ccc(-c3ccc(-c4ccccc4)cc3)cc2)[C@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,CYOSTCDYSHKPOG-DHDAWNHQSA-N,complete,medium,"fusacandin trisaccharide core; additional galactose beta-1,2 to existing galactose",TRUE,absent; C-1 ether,Fusacandin A C-3 lipophilic side chain retained,,,,C-6' terphenylcarbonyl ester,C6' side chain,terphenylcarbonyl C-6' ester; Fusacandin A C-3 side chain retained,1128.4566,3.0591,341.5100,12,21,24,0.4333,0,PAPER-1996-YEUNG,Scheme 1; Table 1 compound 6k,curated,"Final deprotected C-6' ester analog 6k; protected intermediates 3, 4, and 5 were not entered as compounds. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0082,Fusacandin analog 6l,6l,fusacandin_derivative,semisynthetic,Fusacandin A,,CCCCC/C=C/C=C/[C@@H](O)C/C=C/C=C/C(=O)O[C@@H]1[C@@H](O)[C@H](c2c(O)cc(O)cc2CO)O[C@H](CO)[C@H]1O[C@@H]1O[C@H](COC(=O)c2ccc(Oc3ccccc3)cc2)[C@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,AFXLVZOPGHMKSO-KTGCNCNQSA-N,complete,medium,"fusacandin trisaccharide core; additional galactose beta-1,2 to existing galactose",TRUE,absent; C-1 ether,Fusacandin A C-3 lipophilic side chain retained,,,,C-6' phenoxyphenylcarbonyl ester,C6' side chain,phenoxyphenylcarbonyl C-6' ester; Fusacandin A C-3 side chain retained,1068.4202,1.5174,350.7400,12,22,24,0.4815,0,PAPER-1996-YEUNG,Scheme 1; Table 1 compound 6l,curated,"Final deprotected C-6' ester analog 6l; protected intermediates 3, 4, and 5 were not entered as compounds. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0083,Fusacandin analog 6m,6m,fusacandin_derivative,semisynthetic,Fusacandin A,,CCCCC/C=C/C=C/[C@@H](O)C/C=C/C=C/C(=O)O[C@@H]1[C@@H](O)[C@H](c2c(O)cc(O)cc2CO)O[C@H](CO)[C@H]1O[C@@H]1O[C@H](COC(=O)c2ccc(-c3ccc(CC)cc3)cc2)[C@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,OPCWPPZEELUTNP-HIBDYWNCSA-N,complete,medium,"fusacandin trisaccharide core; additional galactose beta-1,2 to existing galactose",TRUE,absent; C-1 ether,Fusacandin A C-3 lipophilic side chain retained,,,,C-6' ethylbiphenylcarbonyl ester,C6' side chain,ethylbiphenylcarbonyl C-6' ester; Fusacandin A C-3 side chain retained,1080.4566,1.9545,341.5100,12,21,24,0.5000,0,PAPER-1996-YEUNG,Scheme 1; Table 1 compound 6m,curated,"Final deprotected C-6' ester analog 6m; protected intermediates 3, 4, and 5 were not entered as compounds. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0084,Fusacandin analog 6n,6n,fusacandin_derivative,semisynthetic,Fusacandin A,,CCCCC/C=C/C=C/[C@@H](O)C/C=C/C=C/C(=O)O[C@@H]1[C@@H](O)[C@H](c2c(O)cc(O)cc2CO)O[C@H](CO)[C@H]1O[C@@H]1O[C@H](COC(=O)c2ccc(-c3ccc(OC)cc3)cc2)[C@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,CFJRQJCYYGPSRN-PGBQNPJCSA-N,complete,medium,"fusacandin trisaccharide core; additional galactose beta-1,2 to existing galactose",TRUE,absent; C-1 ether,Fusacandin A C-3 lipophilic side chain retained,,,,C-6' methoxybiphenylcarbonyl ester,C6' side chain,methoxybiphenylcarbonyl C-6' ester; Fusacandin A C-3 side chain retained,1082.4359,1.4007,350.7400,12,22,24,0.4909,0,PAPER-1996-YEUNG,Scheme 1; Table 1 compound 6n,curated,"Final deprotected C-6' ester analog 6n; protected intermediates 3, 4, and 5 were not entered as compounds. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0085,Fusacandin analog 6o,6o,fusacandin_derivative,semisynthetic,Fusacandin A,,CCCCC/C=C/C=C/[C@@H](O)C/C=C/C=C/C(=O)O[C@@H]1[C@@H](O)[C@H](c2c(O)cc(O)cc2CO)O[C@H](CO)[C@H]1O[C@@H]1O[C@H](COC(=O)c2ccc(-c3ccc(OCCC)cc3)cc2)[C@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,FQYKLSUJOMVTBJ-HWWOHPPWSA-N,complete,medium,"fusacandin trisaccharide core; additional galactose beta-1,2 to existing galactose",TRUE,absent; C-1 ether,Fusacandin A C-3 lipophilic side chain retained,,,,C-6' propoxybiphenylcarbonyl ester,C6' side chain,propoxybiphenylcarbonyl C-6' ester; Fusacandin A C-3 side chain retained,1110.4672,2.1809,350.7400,12,22,26,0.5088,0,PAPER-1996-YEUNG,Scheme 1; Table 1 compound 6o,curated,"Final deprotected C-6' ester analog 6o; protected intermediates 3, 4, and 5 were not entered as compounds. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
